MWSC,Name,Type_n_Type,RAhour,RA,DEC,GLON,GLAT,r0,r1,r2,pmRA,pmDE,e_pm,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,rc,e_rc,rt,e_rt,k,e_k,Src,SType,[Fe/H],e_[Fe/H],o_[Fe/H]
3723,FSR_0370,rc,23.3598,350.39700508117676,40.895,105.155,-18.857,0.015,0.07,0.14,-2.73,-4.11,0.64,999.99,99.99,0,2,15,39,2062.0,0.4,11.7,0.192,0.128,0.04,9.15,0.0,-1,0.56,0.24,9.0,4.17,5.15,2.23,FPOS,-,99.999,9.99,-
3742,FSR_0492,rc,23.577,353.6549949645996,81.23,119.892,18.812,0.04,0.1,0.205,-3.55,-1.07,0.61,999.99,99.99,0,8,11,26,2650.0,0.45,12.261,0.216,0.144,0.02,8.61,0.0,1,1.99,1.13,12.8,7.41,0.6,0.19,FPOS,-,99.999,9.99,-
3748,SAI_149,rc,23.6343,354.5145034790039,60.545,114.022,-1.054,0.02,0.022,0.06,-0.87,-1.28,1.15,999.99,99.99,0,7,8,38,1799.0,1.241,11.674,0.596,0.398,0.0,8.4,0.0,-1,0.25,0.14,3.88,2.1,8.06,5.25,DIAS,-,99.999,9.99,-
16,BDB_94,rc,0.112,1.680000051856041,65.629,118.332,3.154,0.015,0.045,0.085,-2.73,-2.39,0.51,999.99,99.99,0,4,17,26,1700.0,1.399,11.602,0.672,0.448,0.01,7.4,0.0,-1,0.14,0.08,4.52,2.52,34.14,26.76,BIEM,irc,99.999,9.99,-
27,BDSB_48,rc,0.2575,3.8624998927116394,61.26,118.614,-1.313,0.015,0.035,0.07,-2.41,-3.25,0.72,999.99,99.99,0,4,9,21,8000.0,1.549,15.014,0.744,0.496,0.015,7.95,0.0,-1,5.99,3.61,15.61,6.07,0.1,0.07,BOPN,irc,99.999,9.99,-
106,BDSB_51,ro,1.1435,17.152499556541443,63.118,124.867,0.308,0.01,0.045,0.065,-0.35,5.41,0.66,999.99,99.99,0,2,14,19,12002.0,1.68,15.937,0.807,0.538,0.05,8.15,0.0,-1,5.9,1.26,26.66,4.13,0.16,0.03,BOPN,irc,99.999,9.99,-
123,FSR_0547,ro,1.4959,22.4385005235672,60.713,127.599,-1.814,0.013,0.04,0.08,0.85,-0.39,0.53,999.99,99.99,0,2,15,27,2800.0,0.3,12.332,0.144,0.096,-0.015,8.9,0.0,-1,1.19,0.27,8.97,2.07,3.43,0.58,DIAS,irc,99.999,9.99,-
143,Collinder_21,ro,1.836,27.53999948501587,27.115,138.704,-33.956,0.05,0.16,0.36,-2.3,-3.9,0.7,999.99,99.99,0,4,13,62,1400.0,0.2,10.795,0.096,0.064,0.01,9.393,0.099,3,1.38,0.52,10.45,4.17,2.16,0.55,DREM,ast,99.999,9.99,-
148,ESO_245-09,ro,1.8953,28.429500460624695,-45.92,273.718,-67.514,0.025,0.23,0.37,4.1,2.1,0.9,999.99,99.99,0,1,27,51,1380.0,0.312,10.8,0.15,0.1,0.0,9.055,0.071,3,2.58,1.57,12.29,6.83,0.7,0.22,DIAS,rem,99.999,9.99,-
160,FSR_0555,ro,2.047,30.70499897003174,70.696,128.809,8.64,0.01,0.053,0.085,2.27,-3.16,0.61,999.99,99.99,0,1,14,27,2200.0,1.099,12.066,0.528,0.352,-0.01,7.8,0.0,-1,1.04,0.39,4.51,1.34,3.74,1.04,FPOS,-,99.999,9.99,-
164,FSR_0532,ro,2.0865,31.29749894142151,81.204,125.857,18.751,0.035,0.1,0.18,-0.85,-1.72,0.65,999.99,99.99,0,3,17,43,2589.0,0.416,12.2,0.2,0.133,0.0,9.15,0.0,-1,1.68,0.56,13.39,4.54,1.31,0.31,FPOS,-,99.999,9.99,-
172,FSR_0616,ro,2.226,33.39000105857849,44.74,137.925,-15.731,0.015,0.06,0.115,2.5,-3.77,0.72,999.99,99.99,0,1,14,46,1530.0,0.239,11.001,0.115,0.077,0.01,9.23,0.0,-1,0.35,0.21,7.03,4.79,5.6,3.78,FPOS,-,99.999,9.99,-
174,IRAS_02130+5509,ro,2.276,34.140000343322754,55.397,134.877,-5.492,0.01,0.03,0.05,0.72,-0.67,0.78,999.99,99.99,0,4,8,16,2500.0,0.799,12.247,0.384,0.256,0.0,8.0,0.0,-1,0.37,0.19,2.69,1.26,9.88,4.25,BIEM,irc,99.999,9.99,-
178,FSR_0578,ro,2.3344,35.01599907875061,61.102,133.428,0.046,0.02,0.06,0.1,2.22,-2.11,0.6,999.99,99.99,0,2,13,20,2668.0,1.457,12.6,0.7,0.467,0.035,8.985,0.012,4,1.6,0.47,7.49,1.72,1.32,0.32,DIAS,irc,99.999,9.99,-
203,FSR_0617,ro,2.4945,37.41749882698059,51.895,137.941,-8.095,0.02,0.05,0.09,1.73,0.53,0.61,999.99,99.99,0,6,15,38,4000.0,0.279,13.1,0.134,0.089,-0.01,9.25,0.0,-1,0.89,0.34,11.26,4.49,2.0,0.78,FPOS,-,99.999,9.99,-
204,FSR_0596,ro,2.4955,37.43250131607056,58.1,135.632,-2.331,0.02,0.065,0.135,-1.49,2.97,0.31,-52.0,6.8,1,6,47,132,1417.0,0.521,10.924,0.25,0.167,-0.02,9.15,0.0,-1,0.6,0.18,5.21,1.5,9.15,2.36,DIAS,irc,99.999,9.99,-
220,FSR_0611,ro,2.6255,39.38249945640564,56.405,137.259,-3.49,0.018,0.075,0.165,2.09,-3.48,0.55,999.99,99.99,0,5,26,116,1000.0,0.5,10.161,0.24,0.16,-0.01,8.75,0.0,-1,0.84,0.15,3.3,0.31,18.11,2.52,DIAS,irc,99.999,9.99,-
235,IRAS_02459+6029,ro,2.8465,42.69749879837036,60.65,137.045,1.088,0.02,0.038,0.07,-2.32,2.72,0.72,999.99,99.99,0,4,8,13,12998.0,1.801,16.149,0.865,0.577,0.02,7.9,0.0,-1,1.35,0.55,24.73,8.05,0.66,0.35,FPRO,-,99.999,9.99,-
237,FSR_0576,ro,2.8615,42.92250037193298,69.245,133.277,8.822,0.01,0.06,0.11,4.21,-0.18,1.24,999.99,99.99,0,1,6,13,5200.0,2.082,14.25,1.0,0.667,0.0,8.55,0.0,-1,2.9,1.21,14.5,4.65,0.21,0.07,FPOS,-,99.999,9.99,-
242,IRAS_02511+6023,ro,2.921,43.81500005722046,60.6,137.557,1.29,0.01,0.045,0.07,-1.49,-0.92,1.12,999.99,99.99,0,2,9,24,2028.0,0.729,11.77,0.35,0.233,-0.02,7.8,0.0,-1,0.55,0.25,5.39,2.33,2.48,1.17,BIEM,irc,99.999,9.99,-
260,NGC_1252,ro,3.18,47.70000100135803,-57.76,274.081,-50.837,0.02,0.12,0.25,5.09,5.18,2.1,999.99,99.99,0,1,9,29,944.0,0.0,9.875,0.0,0.0,0.0,9.5,0.0,-1,0.87,0.38,5.96,2.6,3.91,1.07,DIAS,rem,99.999,9.99,-
270,FSR_0627,ro,3.339,50.084999799728394,60.26,140.409,2.539,0.01,0.045,0.07,-0.89,-2.56,0.62,999.99,99.99,0,3,15,27,1933.0,1.145,11.8,0.55,0.367,0.035,8.25,0.0,-1,0.22,0.08,4.49,1.76,31.04,13.62,FPOS,-,99.999,9.99,-
288,FSR_0682,ro,3.557,53.35499882698059,36.826,155.584,-15.577,0.01,0.05,0.115,-0.32,-4.02,0.86,999.99,99.99,0,3,9,29,1800.0,0.631,11.479,0.303,0.202,0.0,8.55,0.0,1,0.31,0.11,7.49,2.75,16.12,7.04,FPOS,-,99.999,9.99,-
293,FSR_0691,ro,3.689,55.33499836921692,34.655,158.288,-16.307,0.015,0.06,0.135,2.29,-4.97,0.65,999.99,99.99,0,3,15,33,1600.0,0.799,11.278,0.384,0.256,-0.01,9.04,0.029,5,1.85,0.47,5.98,1.17,4.7,1.14,FPOS,-,99.999,9.99,-
311,Czernik_17,ro,3.8737,58.10549855232239,61.96,142.548,6.189,0.02,0.04,0.07,0.17,-2.19,0.49,999.99,99.99,0,8,19,27,2900.0,0.75,12.553,0.36,0.24,0.02,8.98,0.0,-1,1.1,0.36,5.42,1.61,5.03,1.07,DIAS,-,99.999,9.99,-
313,Juchert_9,ro,3.9225,58.83749842643738,58.4,145.11,3.681,0.01,0.035,0.07,-0.51,1.76,0.76,999.99,99.99,0,1,8,29,3971.0,1.416,13.45,0.68,0.454,0.013,6.7,0.0,-1,1.03,0.4,6.19,2.0,1.86,0.64,DIAS,-,99.999,9.99,-
314,FSR_0654,ro,3.9267,58.90050172805786,54.017,147.948,0.339,0.02,0.04,0.07,-1.49,1.18,0.58,999.99,99.99,0,5,14,26,4000.0,1.42,13.467,0.682,0.455,0.02,8.508,0.054,8,1.32,0.64,7.9,3.38,0.76,0.29,DIAS,irc,99.999,9.99,-
315,FSR_0655,ro,3.9362,59.04299855232239,53.877,148.102,0.285,0.013,0.06,0.09,1.21,-2.24,0.72,999.99,99.99,0,2,12,21,1742.0,1.228,11.601,0.59,0.394,0.0,8.72,0.0,-1,0.72,0.35,3.79,1.69,4.23,1.44,DIAS,irc,99.999,9.99,-
317,FSR_0724,ro,3.9522,59.28299903869629,32.021,162.682,-16.169,0.015,0.07,0.12,0.26,-7.97,0.46,999.99,99.99,0,2,20,39,1685.0,0.521,11.3,0.25,0.167,0.0,9.095,0.036,3,1.3,0.79,6.34,3.61,1.13,0.42,FPOS,-,99.999,9.99,-
320,FSR_0656,ro,3.981,59.714999198913574,53.64,148.558,0.361,0.02,0.08,0.18,-1.75,0.21,0.36,999.99,99.99,0,5,53,219,1400.0,0.949,11.036,0.456,0.304,0.01,8.895,0.021,5,1.46,0.33,6.03,1.18,7.5,1.27,DIAS,irc,99.999,9.99,-
327,Juchert_19,ro,4.0385,60.577497482299805,52.45,149.729,-0.201,0.015,0.035,0.065,-4.65,-3.83,0.51,999.99,99.99,0,3,8,24,3000.0,0.899,12.675,0.432,0.288,-0.02,9.3,0.0,-1,1.34,0.48,4.64,1.26,3.85,1.19,DIAS,-,99.999,9.99,-
331,FSR_0653,ro,4.0637,60.95550298690796,55.419,147.934,2.176,0.013,0.04,0.07,-2.47,-2.66,0.52,999.99,99.99,0,2,16,33,7317.0,1.02,14.65,0.49,0.327,-0.03,8.84,0.0,1,3.69,0.68,18.28,2.9,0.58,0.08,FPOS,-,99.999,9.99,-
335,FSR_0695,ro,4.097,61.45500183105469,39.2,159.057,-9.674,0.01,0.06,0.115,-0.98,-5.12,0.54,999.99,99.99,0,1,10,38,1786.0,0.75,11.501,0.36,0.24,0.0,9.295,0.0,-1,1.14,0.47,6.46,2.19,1.29,0.42,FPOS,-,99.999,9.99,-
337,FSR_0663,ro,4.103,61.545002460479736,51.91,150.531,-0.211,0.012,0.045,0.085,-3.33,2.0,0.51,999.99,99.99,0,3,20,57,1700.0,0.899,11.442,0.432,0.288,0.0,8.914,0.078,3,0.53,0.24,4.38,1.96,6.84,2.23,FPOS,-,99.999,9.99,-
338,FSR_0692,ro,4.1005,61.50750160217285,40.168,158.424,-8.934,0.01,0.06,0.13,-2.24,-5.44,0.65,999.99,99.99,0,2,15,74,1520.0,0.799,11.166,0.384,0.256,0.01,9.32,0.0,-1,1.27,0.49,7.26,2.72,2.52,0.52,FPOS,-,99.999,9.99,-
339,FSR_0698,ro,4.11,61.650002002716064,39.135,159.215,-9.62,0.015,0.045,0.095,-1.91,-8.49,0.77,999.99,99.99,0,1,7,28,1963.0,1.353,11.9,0.65,0.434,0.05,8.25,0.0,-1,0.49,0.16,4.78,1.72,12.95,3.71,FPOS,-,99.999,9.99,-
341,FSR_0667,ro,4.1205,61.80750131607056,51.167,151.15,-0.653,0.01,0.045,0.075,-0.66,-1.05,0.65,999.99,99.99,0,2,17,37,1818.0,0.937,11.599,0.45,0.3,0.0,8.08,0.0,-1,0.36,0.14,3.57,1.53,26.69,7.6,DIAS,irc,99.999,9.99,-
351,NGC_1557,ro,4.219,63.28499794006348,-70.465,283.768,-38.266,0.03,0.12,0.22,1.74,7.18,1.82,999.99,99.99,0,1,9,20,1820.0,0.0,11.3,0.0,0.0,-0.02,9.5,0.0,-1,1.46,0.57,10.7,4.27,1.76,0.42,DIAS,rem,99.999,9.99,-
358,FSR_0709,ro,4.3036,64.55399751663208,38.145,161.566,-8.761,0.01,0.07,0.14,-1.9,-5.95,0.74,999.99,99.99,0,2,14,35,2200.0,1.599,12.227,0.768,0.512,0.04,8.69,0.04,5,2.03,0.57,7.7,1.79,4.27,0.92,FPOS,-,99.999,9.99,-
373,FSR_0671,ro,4.3745,65.61749696731567,51.855,152.391,1.481,0.01,0.04,0.1,-1.2,2.09,0.56,999.99,99.99,0,2,12,36,3501.0,1.399,13.171,0.672,0.448,0.08,7.9,0.0,-1,1.03,0.45,8.22,3.17,1.28,0.54,DIAS,irc,99.999,9.99,-
374,FSR_0741,ro,4.3915,65.87249994277954,33.555,165.659,-11.203,0.02,0.08,0.1,0.51,-4.67,0.35,-23.6,15.16,5,6,39,51,4000.0,0.35,13.123,0.168,0.112,0.0,9.4,0.0,-1,0.84,0.42,14.67,7.93,1.14,0.64,FPOS,-,99.999,9.99,-
378,FSR_0686,ro,4.431,66.465003490448,46.095,156.886,-2.164,0.02,0.1,0.18,-0.8,-3.87,0.3,-16.5,4.5,2,4,70,176,1073.0,0.458,10.3,0.22,0.147,-0.035,7.5,0.0,-1,1.59,0.39,5.63,1.1,5.34,1.12,DIAS,irc,99.999,9.99,-
380,FSR_0606,ro,4.4486,66.72899723052979,73.38,136.883,16.664,0.03,0.07,0.11,3.49,-1.21,0.8,999.99,99.99,0,4,11,19,2499.0,0.72,12.221,0.346,0.231,0.06,8.476,0.074,5,0.52,0.21,8.28,3.62,6.06,2.54,FPOS,-,99.999,9.99,-
383,FSR_0773,ro,4.4944,67.41600036621094,26.005,172.314,-15.309,0.015,0.05,0.09,0.65,-7.91,0.76,23.0,22.23,3,3,11,22,3000.0,1.299,12.804,0.624,0.416,0.0,8.6,0.0,-1,0.95,0.51,6.34,3.42,1.9,0.7,FPOS,-,99.999,9.99,-
396,NGC_1641,ro,4.5905,68.85749816894531,-65.74,277.196,-38.331,0.03,0.16,0.26,4.06,2.7,0.99,999.99,99.99,0,2,33,78,985.0,0.104,10.001,0.05,0.033,0.0,9.52,0.0,-1,1.62,0.92,6.08,2.31,0.53,0.24,DIAS,rem,99.999,9.99,-
415,FSR_0733,ro,4.753,71.29499673843384,39.76,163.957,-3.819,0.012,0.055,0.11,-0.76,0.12,0.47,999.99,99.99,0,5,23,58,1500.0,0.5,11.041,0.24,0.16,-0.02,9.06,0.0,-1,0.34,0.1,5.95,2.05,23.69,7.76,DIAS,irc,99.999,9.99,-
417,FSR_0717,ro,4.769,71.53500080108643,42.13,162.27,-2.141,0.01,0.04,0.08,-3.13,-1.48,0.45,999.99,99.99,0,2,20,60,1700.0,0.45,11.297,0.216,0.144,-0.03,9.05,0.0,-1,0.83,0.16,4.0,0.7,19.96,2.66,DIAS,irc,99.999,9.99,-
420,FSR_0721,ro,4.7706,71.558997631073,41.976,162.399,-2.228,0.013,0.055,0.14,-1.43,0.2,0.43,999.99,99.99,0,4,22,92,3662.0,0.874,13.1,0.42,0.28,0.04,8.8,0.0,-1,1.59,0.64,16.48,7.3,1.08,0.32,DIAS,irc,99.999,9.99,-
431,FSR_0702,ro,4.8592,72.88800001144409,45.735,160.136,0.923,0.01,0.04,0.07,-2.75,-4.91,0.43,999.99,99.99,0,5,17,37,2501.0,0.999,12.312,0.48,0.32,0.04,8.9,0.0,-1,0.54,0.16,5.55,1.53,8.08,2.36,DIAS,irc,99.999,9.99,-
437,FSR_0643,ro,4.9185,73.77749919891357,65.555,144.778,13.651,0.03,0.065,0.12,-2.81,-3.62,0.56,999.99,99.99,0,5,17,39,3001.0,0.5,12.547,0.24,0.16,0.0,9.3,0.0,-1,3.14,1.32,10.17,3.29,0.77,0.31,FPOS,-,99.999,9.99,-
454,FSR_0753,ro,5.036,75.53999662399292,36.766,168.389,-3.118,0.012,0.055,0.14,3.09,-3.86,0.47,999.99,99.99,0,2,20,94,3001.0,1.099,12.74,0.528,0.352,0.015,8.3,0.0,-1,1.11,0.4,14.89,6.01,1.86,0.6,DIAS,irc,99.999,9.99,-
455,FSR_0732,ro,5.0445,75.66749811172485,42.54,163.877,0.489,0.01,0.065,0.12,-0.23,-1.74,0.44,999.99,99.99,0,2,32,87,2710.0,0.521,12.332,0.25,0.167,-0.03,7.0,0.0,-1,1.05,0.52,12.18,6.59,1.56,0.58,DIAS,irc,99.999,9.99,-
459,NGC_1724,ro,5.0565,75.84749937057495,49.49,158.433,4.819,0.02,0.05,0.13,-0.4,-4.43,0.51,999.99,99.99,0,6,20,81,2200.0,0.3,11.809,0.144,0.096,-0.01,9.0,0.0,-1,0.42,0.21,9.15,5.02,6.08,3.42,DREM,ast,99.999,9.99,-
488,FSR_0914,ro,5.2264,78.39599847793579,9.68,192.41,-16.663,0.015,0.06,0.14,-1.46,-4.46,0.68,999.99,99.99,0,2,10,45,1649.0,0.354,11.2,0.17,0.113,0.0,8.55,0.0,-1,0.41,0.24,6.87,4.43,4.35,2.8,FPOS,-,99.999,9.99,-
493,ESO_252-14,ro,5.266,78.98999691009521,-45.24,250.873,-35.268,0.015,0.06,0.12,5.68,3.91,2.09,999.99,99.99,0,3,7,16,2180.0,0.958,12.0,0.46,0.307,0.07,8.655,0.0,-1,0.48,0.28,6.98,4.13,3.06,1.97,DIAS,dub,99.999,9.99,-
497,FSR_0966,ro,5.292,79.37999725341797,4.418,197.656,-18.573,0.02,0.06,0.11,1.06,-3.65,0.73,999.99,99.99,0,2,8,20,2220.0,0.833,12.0,0.4,0.267,0.02,8.48,0.115,2,1.31,0.25,7.65,1.29,4.84,0.71,FPOS,-,99.999,9.99,-
501,FSR_0630,ro,5.307,79.60500240325928,70.895,141.406,18.408,0.02,0.08,0.14,-0.88,-3.54,0.58,999.99,99.99,0,2,13,36,1879.0,0.156,11.42,0.075,0.05,0.0,9.355,0.009,3,1.15,0.27,7.49,1.68,5.35,0.89,FPOS,-,99.999,9.99,-
506,ESO_486-54,ro,5.335,80.02500057220459,-26.033,228.555,-30.699,0.01,0.07,0.1,1.84,-1.59,1.07,999.99,99.99,0,1,7,8,2856.0,0.687,12.5,0.33,0.22,0.0,8.65,0.082,4,0.59,0.48,10.67,9.31,0.78,0.73,DIAS,-,99.999,9.99,-
567,FSR_1017,ro,5.5353,83.02949666976929,-3.035,206.409,-19.01,0.01,0.045,0.085,1.4,-1.18,1.18,999.99,99.99,0,1,6,8,2127.0,0.812,11.9,0.39,0.26,0.02,9.1,0.0,-1,0.62,0.22,4.09,1.34,6.49,2.01,FPOS,-,99.999,9.99,-
571,FSR_0991,ro,5.5405,83.10750246047974,0.53,203.142,-17.256,0.012,0.085,0.15,5.0,-9.42,0.75,43.2,13.1,4,1,11,26,1934.0,0.833,11.7,0.4,0.267,0.04,8.87,0.037,4,0.8,0.34,8.4,3.93,3.29,1.12,FPOS,-,99.999,9.99,-
614,BDSB_74,ro,5.6457,84.68549966812134,30.723,177.691,-0.331,0.02,0.055,0.1,3.08,-7.09,0.77,999.99,99.99,0,3,11,44,1715.0,1.02,11.5,0.49,0.327,0.06,8.45,0.0,-1,1.16,0.57,3.72,0.84,1.47,0.5,BOPN,irc,99.999,9.99,-
643,FSR_1050,ro,5.699,85.48499822616577,-5.295,209.709,-17.867,0.014,0.09,0.165,2.97,-1.25,0.95,999.99,99.99,0,1,13,32,1241.0,0.874,10.75,0.42,0.28,0.0,9.1,0.0,-1,1.77,0.54,5.5,1.28,6.5,2.0,FPOS,-,99.999,9.99,-
681,FSR_1123,ro,5.8615,87.9224967956543,-12.22,217.38,-18.712,0.012,0.075,0.13,2.5,-3.15,0.79,999.99,99.99,0,2,9,25,2268.0,0.999,12.1,0.48,0.32,0.02,8.25,0.0,-1,0.58,0.22,10.14,4.15,4.93,2.03,FPOS,-,99.999,9.99,-
690,FSR_0693,ro,5.8705,88.05750131607056,54.19,158.536,13.689,0.01,0.06,0.095,1.98,-2.23,0.68,999.99,99.99,0,1,13,22,2201.0,0.271,11.8,0.13,0.087,0.0,9.0,0.0,-1,0.36,0.18,8.18,4.37,5.26,3.29,FPOS,-,99.999,9.99,-
700,FSR_1116,ro,6.0105,90.15749931335449,-10.64,216.854,-16.058,0.02,0.1,0.17,1.92,1.61,0.59,999.99,99.99,0,3,16,36,1579.0,1.27,11.401,0.61,0.407,0.02,7.785,0.0,1,0.54,0.23,7.31,2.86,3.62,1.78,FPOS,-,99.999,9.99,-
809,FSR_0940,ro,6.2375,93.56250286102295,14.8,195.551,-1.297,0.017,0.085,0.125,-0.11,1.25,0.43,999.99,99.99,0,2,31,71,2421.0,0.25,12.0,0.12,0.08,0.0,9.4,0.0,-1,0.5,0.22,9.9,4.58,4.39,2.29,DIAS,irc,99.999,9.99,-
814,ESO_425-15,ro,6.2445,93.66750240325928,-29.38,236.38,-20.344,0.015,0.06,0.105,-2.6,3.52,0.74,999.99,99.99,0,2,7,17,1070.0,0.167,10.201,0.08,0.053,0.0,9.005,0.0,1,0.48,0.16,3.67,1.23,13.65,3.31,DIAS,rem,99.999,9.99,-
841,NGC_2220,ro,6.348,95.22000074386597,-44.7,252.536,-23.883,0.01,0.07,0.125,-1.28,9.68,1.3,999.99,99.99,0,2,12,27,1393.0,0.562,10.901,0.27,0.18,0.01,8.56,0.055,2,0.27,0.15,5.22,3.11,10.88,6.88,DIAS,non,99.999,9.99,-
845,FSR_0859,ro,6.3632,95.44800281524658,27.1,185.517,6.051,0.012,0.055,0.08,-1.32,-1.65,0.48,999.99,99.99,0,1,20,39,4193.0,0.583,13.3,0.28,0.187,0.0,8.99,0.034,12,0.79,0.21,11.97,3.54,5.43,1.48,FPOS,-,99.999,9.99,-
860,FSR_1235,ro,6.418,96.27000331878662,-23.31,231.364,-15.92,0.015,0.08,0.14,-1.67,3.96,0.46,999.99,99.99,0,1,24,41,1871.0,0.125,11.401,0.06,0.04,0.0,9.255,0.0,-1,1.59,0.5,8.23,2.44,2.91,0.52,FPOS,-,99.999,9.99,-
876,FSR_0831,ro,6.48,97.2000002861023,33.645,180.292,10.338,0.02,0.065,0.12,-2.11,-1.7,0.5,999.99,99.99,0,3,15,40,2443.0,0.5,12.1,0.24,0.16,0.0,9.265,0.082,5,0.67,0.25,9.53,3.85,4.73,1.7,FPOS,-,99.999,9.99,-
948,FSR_0975,ro,6.6665,99.99750137329102,13.265,199.818,3.513,0.01,0.05,0.075,4.22,-1.64,0.49,999.99,99.99,0,1,17,26,4626.0,0.541,13.5,0.26,0.173,0.01,9.1,0.0,-1,3.87,0.93,13.69,2.48,0.55,0.11,DIAS,irc,99.999,9.99,-
962,Ruprecht_3,ro,6.7015,100.52249908447266,-29.445,238.765,-14.822,0.01,0.07,0.14,-0.02,4.64,0.63,999.99,99.99,0,1,10,39,1259.0,0.0,10.5,0.0,0.0,0.0,9.1,0.0,1,0.37,0.22,9.55,6.71,5.15,3.56,DIAS,rem,99.999,9.99,-
1025,Ruprecht_6,ro,6.932,103.98000240325928,-13.28,225.281,-5.042,0.01,0.04,0.08,0.66,1.21,0.72,999.99,99.99,0,2,10,36,5919.0,0.431,14.0,0.207,0.138,-0.04,9.3,0.0,-1,1.11,0.65,16.83,10.68,0.46,0.29,DIAS,dub,-0.38,9.99,-
1075,NGC_2348,ro,7.051,105.76500177383423,-67.39,278.117,-23.802,0.03,0.095,0.16,-7.4,9.98,1.42,999.99,99.99,0,3,16,43,1076.0,0.125,10.199,0.06,0.04,-0.02,9.475,0.0,-1,1.09,0.44,6.07,2.39,3.58,0.75,DIAS,rem,99.999,9.99,-
1113,FSR_0876,ro,7.127,106.90499782562256,30.17,186.989,16.46,0.02,0.08,0.125,0.57,-5.1,0.58,6.0,15.88,3,2,20,39,2413.0,0.271,12.0,0.13,0.087,0.035,9.2,0.0,-1,0.98,0.44,10.28,5.05,2.01,0.67,FPOS,-,99.999,9.99,-
1138,NGC_2349,ro,7.1785,107.67750263214111,-8.605,222.775,0.321,0.015,0.085,0.145,2.6,-3.28,0.4,999.99,99.99,0,3,35,96,1819.0,0.312,11.4,0.15,0.1,0.0,9.14,0.0,-1,0.31,0.18,8.88,5.75,8.41,5.88,DIAS,non,99.999,9.99,-
1200,Haffner_8,ro,7.3862,110.79299926757812,-12.308,227.48,1.303,0.018,0.075,0.16,-0.92,0.62,0.46,999.99,99.99,0,2,35,108,1197.0,0.029,10.4,0.014,0.009,0.0,9.035,0.02,2,0.84,0.26,6.34,2.06,6.07,1.22,DIAS,-,0.06,0.04,-
1228,NGC_2395,ro,7.4516,111.774001121521,13.584,204.611,13.949,0.025,0.077,0.14,-1.08,-3.38,0.57,999.99,99.99,0,3,10,36,1209.0,0.271,10.499,0.13,0.087,0.0,9.28,0.0,-1,0.6,0.22,4.46,1.61,6.06,1.88,DIAS,-,99.999,9.99,-
1232,NGC_2396,ro,7.4685,112.02750205993652,-11.74,227.552,2.635,0.02,0.11,0.2,-1.3,-1.94,0.76,17.7,0.9,1,1,11,29,545.0,0.05,8.698,0.024,0.016,0.0,8.52,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,COCD,-,99.999,9.99,-
1234,Czernik_29,ro,7.4728,112.09199666976929,-15.405,230.805,0.943,0.01,0.035,0.085,-8.38,5.61,1.32,999.99,99.99,0,1,8,33,2879.0,0.479,12.45,0.23,0.153,0.0,8.5,0.0,-1,0.57,0.23,7.76,3.6,5.28,2.06,DIAS,-,99.999,9.99,-
1251,Bochum_5,ro,7.518,112.77000188827515,-16.915,232.443,0.791,0.01,0.05,0.085,-2.6,-0.1,0.85,38.55,3.39,6,2,9,22,1775.0,0.416,11.38,0.2,0.133,-0.02,7.4,0.0,-1,0.98,0.4,3.84,1.23,3.61,1.17,COCD,-,-0.171,0.105,-
1260,FSR_1226,ro,7.5477,113.21549892425537,-13.745,229.869,2.693,0.01,0.045,0.105,-1.33,-2.88,0.71,999.99,99.99,0,2,10,47,2901.0,0.583,12.5,0.28,0.187,0.0,8.87,0.0,-1,0.77,0.45,11.57,7.39,1.39,0.78,FPRO,-,99.999,9.99,-
1280,Ruprecht_25,ro,7.613,114.1949987411499,-23.355,238.724,-1.159,0.01,0.055,0.1,-3.68,2.44,0.96,999.99,99.99,0,1,10,47,3585.0,0.708,13.0,0.34,0.227,0.0,8.895,0.082,4,1.33,0.57,15.02,7.1,0.86,0.3,DIAS,dub,99.999,9.99,-
1361,NGC_2459,ro,7.8672,118.0079984664917,9.557,211.105,17.756,0.01,0.045,0.085,0.57,0.34,0.99,106.2,19.66,2,1,5,14,2376.0,0.375,12.0,0.18,0.12,0.0,8.99,0.0,-1,1.02,0.26,8.15,2.15,3.93,0.74,DREM,ast,99.999,9.99,-
1365,FSR_1044,ro,7.868,118.02000045776367,12.173,208.617,18.879,0.02,0.09,0.15,1.78,-5.24,0.62,999.99,99.99,0,1,14,30,2398.0,0.312,12.0,0.15,0.1,0.0,9.125,0.054,62,1.84,0.9,9.08,4.1,0.96,0.29,FPOS,-,99.999,9.99,-
1379,Ruprecht_152,ro,7.9085,118.62750291824341,-38.22,253.525,-5.287,0.01,0.06,0.09,1.12,10.78,0.85,999.99,99.99,0,2,26,49,3629.0,0.625,13.0,0.3,0.2,0.0,9.285,0.05,6,2.41,1.06,9.08,3.23,0.73,0.26,DIAS,-,99.999,9.99,-
1389,FSR_1479,ro,7.9605,119.40749645233154,-59.32,272.469,-15.237,0.016,0.085,0.135,-1.33,13.67,0.94,999.99,99.99,0,1,21,40,4055.0,0.187,13.1,0.09,0.06,-0.04,9.2,0.0,-1,2.98,0.83,14.43,3.43,0.69,0.14,FPOS,-,99.999,9.99,-
