MWSC,Name,Type_n_Type,RAhour,RA,DEC,GLON,GLAT,r0,r1,r2,pmRA,pmDE,e_pm,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,rc,e_rc,rt,e_rt,k,e_k,Src,SType,[Fe/H],e_[Fe/H],o_[Fe/H]
2137,C1331-622,-,13.577,203.6549949645996,-62.417,307.903,0.041,0.018,0.075,0.12,-7.61,0.93,0.67,999.99,99.99,0,7,53,116,1078.0,0.271,10.25,0.13,0.087,-0.05,9.25,0.0,-1,0.78,0.12,4.49,0.69,30.94,2.94,DIAS,var,99.999,9.99,-
2138,Collinder_275,-,13.5755,203.632493019104,-60.213,308.259,2.216,0.012,0.075,0.125,-9.36,2.58,0.67,999.99,99.99,0,3,51,110,1952.0,0.458,11.6,0.22,0.147,0.0,8.6,0.0,-1,2.78,0.31,7.39,0.55,16.68,2.15,DIAS,-,99.999,9.99,-
2139,FSR_1650,-,13.5942,203.91300201416016,-68.113,307.046,-5.592,0.012,0.09,0.155,-13.8,1.69,0.71,999.99,99.99,0,2,45,116,4103.0,0.729,13.3,0.35,0.233,0.0,9.0,0.0,-1,2.87,0.81,19.44,5.59,0.92,0.14,FPOS,-,99.999,9.99,-
2140,ASCC_74,-,13.597,203.9550018310547,-58.81,308.658,3.571,0.015,0.1,0.18,-10.85,0.5,1.02,999.99,99.99,0,2,27,77,550.0,0.05,8.718,0.024,0.016,0.0,8.63,0.048,2,1.47,0.31,2.92,0.34,63.44,22.3,COCD,-,99.999,9.99,-
2142,Pismis_18,-,13.6155,204.23250675201416,-62.065,308.228,0.341,0.012,0.085,0.15,-8.25,-1.7,0.62,999.99,99.99,0,2,51,125,2309.0,0.521,11.985,0.25,0.167,0.025,8.975,0.0,-1,1.4,0.17,11.33,1.43,15.18,1.18,DIAS,-,99.999,9.99,-
2143,vdBergh-Hagen_150,-,13.6315,204.47250366210938,-63.32,308.114,-0.913,0.02,0.06,0.1,-11.9,-3.59,1.07,999.99,99.99,0,5,25,69,1537.0,0.208,11.0,0.1,0.067,0.0,7.5,0.0,-1,1.04,0.44,5.5,2.19,3.25,0.77,DREM,dub,99.999,9.99,-
2144,FSR_1659,-,13.6336,204.50400352478027,-62.485,308.278,-0.094,0.02,0.09,0.16,-11.91,-0.18,0.54,999.99,99.99,0,4,63,186,1764.0,0.833,11.5,0.4,0.267,0.04,8.315,0.0,-1,1.57,0.77,10.14,5.01,1.12,0.27,FPRO,-,99.999,9.99,-
2148,FSR_1663,-,13.6847,205.27050018310547,-60.197,309.063,2.086,0.01,0.045,0.095,-6.24,-0.08,0.74,999.99,99.99,0,4,34,121,1513.0,0.625,11.1,0.3,0.2,0.0,8.15,0.0,1,0.56,0.08,5.33,0.86,42.13,4.85,FPRO,-,99.999,9.99,-
2150,Platais_10,-,13.686,205.2899980545044,-59.225,309.259,3.038,0.05,0.525,1.0,-29.9,-10.7,0.6,-8.0,7.4,1,5,86,329,246.0,0.079,6.98,0.038,0.025,0.0,8.34,0.0,-1,1.14,0.6,4.44,1.99,7.75,2.98,COCD,-,99.999,9.99,-
2151,FSR_1654,-,13.7015,205.52249908447266,-67.7,307.72,-5.297,0.01,0.055,0.095,-8.65,-2.81,1.43,999.99,99.99,0,1,12,35,4015.0,0.874,13.3,0.42,0.28,0.02,8.78,0.031,3,1.2,0.5,10.84,4.12,0.89,0.37,FPOS,-,99.999,9.99,-
2153,SAI_118,-,13.7195,205.79249382019043,-63.16,308.728,-0.869,0.012,0.085,0.14,-7.1,-1.44,0.52,999.99,99.99,0,2,70,162,1602.0,0.396,11.151,0.19,0.127,0.0,7.3,0.0,-1,0.71,0.08,5.41,0.56,46.46,4.59,DIAS,-,99.999,9.99,-
2156,NGC_5269,-,13.7455,206.18249416351318,-62.892,308.955,-0.642,0.02,0.08,0.16,-7.03,-1.19,0.6,999.99,99.99,0,5,57,190,1634.0,0.416,11.2,0.2,0.133,0.0,8.52,0.1,2,0.89,0.22,9.99,2.66,9.15,1.64,DIAS,non,99.999,9.99,-
2157,Loden_1010,-,13.7515,206.2725019454956,-60.23,309.545,1.954,0.02,0.09,0.155,-8.9,-0.1,0.51,-18.61,10.51,4,3,15,225,949.0,0.2,9.951,0.096,0.064,-0.03,8.825,0.0,-1,0.31,0.12,4.82,2.17,23.02,8.53,COCD,-,99.999,9.99,-
2158,Loden_991,-,13.7545,206.31750583648682,-62.035,309.193,0.184,0.02,0.07,0.11,-11.17,-2.17,0.62,999.99,99.99,0,7,54,149,2628.0,1.249,12.5,0.6,0.4,0.02,7.25,0.0,-1,2.8,0.53,10.28,1.52,2.11,0.32,DIAS,-,99.999,9.99,-
2159,FSR_1647,-,13.7615,206.42250537872314,-73.96,306.72,-11.485,0.03,0.095,0.17,-8.48,-1.53,0.88,999.99,99.99,0,6,34,96,2436.0,0.208,12.0,0.1,0.067,-0.01,9.455,0.0,-1,1.56,0.44,12.59,3.69,1.85,0.38,FPOS,-,99.999,9.99,-
2161,NGC_5281,-,13.776,206.64000034332275,-62.925,309.152,-0.718,0.035,0.115,0.215,-5.6,-2.6,0.39,-18.52,0.75,6,14,124,371,1211.0,0.26,10.499,0.125,0.083,0.0,7.76,0.0,-1,1.31,0.29,6.96,1.46,15.72,1.63,COCD,-,99.999,9.99,-
2162,NGC_5284,-,13.7735,206.60250663757324,-59.2,309.923,2.927,0.02,0.14,0.21,-8.7,1.7,0.67,999.99,99.99,0,1,61,146,1577.0,0.5,11.15,0.24,0.16,0.02,7.0,0.0,-1,4.36,1.43,9.38,1.8,2.98,1.52,DREM,ast,99.999,9.99,-
2163,ASCC_75,-,13.7875,206.8125057220459,-62.4,309.341,-0.221,0.02,0.09,0.16,-4.7,-1.15,0.57,-15.0,3.7,1,4,56,181,2948.0,0.416,12.482,0.2,0.133,0.0,6.65,0.0,-1,0.71,0.2,8.74,2.06,6.61,2.18,COCD,-,99.999,9.99,-
2169,FSR_1673,-,13.8355,207.53249645233154,-50.667,312.344,11.133,0.018,0.08,0.12,-11.38,-3.39,0.85,999.99,99.99,0,4,23,38,2154.0,0.104,11.7,0.05,0.033,-0.02,9.5,0.0,-1,1.91,0.46,9.57,2.14,2.02,0.32,FPOS,-,99.999,9.99,-
2170,NGC_5299,-,13.8405,207.6074981689453,-59.945,310.257,2.088,0.017,0.07,0.11,-8.17,-0.26,0.68,999.99,99.99,0,5,56,139,1847.0,0.833,11.6,0.4,0.267,0.0,8.7,0.0,-1,2.24,0.55,8.85,1.77,1.49,0.28,DREM,ast,99.999,9.99,-
2171,ASCC_76,-,13.8705,208.05749416351318,-66.405,308.968,-4.245,0.025,0.115,0.22,-4.25,-3.8,0.81,-14.0,9.0,2,5,50,174,1025.0,0.458,10.201,0.22,0.147,0.0,7.75,0.0,-1,5.5,1.83,7.07,0.81,10.37,8.27,COCD,-,99.999,9.99,-
2173,Platais_12,-,13.8765,208.1475019454956,-63.405,309.708,-1.337,0.05,0.35,0.57,-8.05,-4.62,0.2,-11.99,9.51,2,18,333,751,491.0,0.135,8.499,0.065,0.043,-0.04,8.4,0.0,-1,1.4,0.4,5.59,1.39,14.31,2.91,COCD,-,0.027,0.124,-
2174,Loden_1095,-,13.8935,208.40250492095947,-59.745,310.692,2.19,0.012,0.09,0.125,-9.64,-2.12,0.76,999.99,99.99,0,2,47,84,4028.0,0.854,13.3,0.41,0.273,0.05,8.55,0.0,-1,2.49,0.5,10.74,1.44,1.57,0.26,DIAS,-,99.999,9.99,-
2175,NGC_5316,-,13.899,208.4850025177002,-61.87,310.223,0.117,0.04,0.165,0.26,-6.3,-0.62,0.27,-15.1,0.28,4,19,262,570,1208.0,0.312,10.511,0.15,0.1,0.0,8.23,0.0,-1,1.21,0.19,7.03,1.05,15.24,1.63,COCD,-,0.045,0.13,-
2176,Loden_995,-,13.905,208.57499599456787,-64.95,309.521,-2.882,0.02,0.105,0.165,-4.7,0.05,0.77,-6.06,1.22,2,5,47,116,1481.0,0.458,11.0,0.22,0.147,0.0,8.625,0.0,-1,2.44,0.77,7.14,1.62,2.85,0.95,COCD,-,-0.131,0.09,-
2177,Loden_1002,-,13.91,208.64999771118164,-65.335,309.459,-3.263,0.018,0.085,0.14,-4.5,-3.84,0.94,999.99,99.99,0,3,30,92,1332.0,0.396,10.75,0.19,0.127,0.0,8.0,0.0,-1,0.66,0.15,4.11,0.81,14.69,2.84,DIAS,dub,99.999,9.99,-
2180,FSR_1668,-,13.915,208.7249994277954,-61.575,310.405,0.376,0.018,0.075,0.14,-10.42,-1.23,0.56,999.99,99.99,0,6,66,216,1184.0,0.416,10.501,0.2,0.133,-0.02,8.9,0.0,-1,1.66,0.32,5.27,0.77,13.67,2.53,FPOS,-,99.999,9.99,-
2181,FSR_1658,-,13.9175,208.76249313354492,-70.75,308.169,-8.525,0.018,0.075,0.147,-10.39,-0.99,0.69,999.99,99.99,0,7,46,136,4239.0,0.354,13.25,0.17,0.113,0.0,9.55,0.0,-1,1.14,0.39,19.4,7.47,1.81,0.66,FPOS,-,99.999,9.99,-
2184,FSR_1669,-,13.938,209.06999588012695,-61.75,310.52,0.166,0.012,0.075,0.12,-8.55,-0.05,0.62,999.99,99.99,0,4,53,140,1105.0,0.416,10.351,0.2,0.133,-0.02,8.0,0.0,0,0.56,0.19,5.07,1.85,7.9,2.04,FPRO,-,99.999,9.99,-
2186,vdBergh-Hagen_155,-,13.9583,209.3744945526123,-59.58,311.209,2.229,0.01,0.08,0.13,-5.89,-0.67,0.61,999.99,99.99,0,2,64,165,1864.0,0.458,11.5,0.22,0.147,0.0,8.44,0.102,2,0.63,0.18,10.24,3.19,10.46,2.78,DREM,non,99.999,9.99,-
2188,FSR_1661,-,13.9655,209.4824981689453,-69.365,308.761,-7.246,0.012,0.06,0.1,-9.87,3.3,0.88,999.99,99.99,0,4,32,79,4331.0,0.208,13.25,0.1,0.067,-0.02,9.4,0.0,-1,1.86,0.64,17.24,6.4,0.93,0.21,FPOS,-,99.999,9.99,-
2189,Loden_1101,-,13.9695,209.54249382019043,-61.75,310.737,0.11,0.012,0.08,0.155,-10.42,0.83,0.6,999.99,99.99,0,4,57,184,2088.0,0.625,11.8,0.3,0.2,-0.06,6.55,0.0,-1,6.2,1.35,11.24,1.2,1.46,0.52,DIAS,-,99.999,9.99,-
2190,Loden_1177,-,13.985,209.7749948501587,-57.875,311.848,3.824,0.02,0.078,0.14,-6.72,1.01,0.76,999.99,99.99,0,5,46,157,4167.0,0.625,13.3,0.3,0.2,0.0,9.175,0.019,19,2.92,0.81,18.74,5.04,0.52,0.1,DIAS,dub,99.999,9.99,-
2191,Loden_1171,-,13.9895,209.8425006866455,-58.384,311.75,3.323,0.018,0.085,0.145,-11.94,-5.42,1.2,999.99,99.99,0,1,20,68,789.0,0.2,9.55,0.096,0.064,0.0,8.59,0.0,-1,0.58,0.44,3.23,2.3,2.2,1.17,COCD,-,99.999,9.99,-
2192,Loden_1152,-,13.991,209.8650026321411,-59.33,311.514,2.407,0.02,0.09,0.145,-6.0,1.76,0.5,999.99,99.99,0,10,106,275,1711.0,0.573,11.35,0.275,0.183,-0.02,8.065,0.092,2,1.15,0.28,8.24,2.11,6.63,0.92,DIAS,-,99.999,9.99,-
2193,Lynga_1,-,14.0,210.0,-62.15,310.841,-0.332,0.012,0.085,0.155,-8.45,-0.44,0.55,-24.31,0.52,6,3,75,197,1312.0,0.5,10.75,0.24,0.16,-0.03,8.39,0.0,-1,1.04,0.29,6.67,1.87,9.84,1.26,COCD,-,99.999,9.99,-
2196,NGC_5381,-,14.011,210.16499519348145,-59.605,311.589,2.102,0.02,0.105,0.16,-5.45,0.7,0.4,999.99,99.99,0,6,173,354,1949.0,0.625,11.65,0.3,0.2,0.02,8.65,0.0,-1,1.41,0.28,7.89,1.54,11.34,1.21,DIAS,-,99.999,9.99,-
2199,Ruprecht_110,-,14.094,211.40999794006348,-67.475,309.962,-5.618,0.012,0.1,0.185,-11.67,-4.0,0.74,-34.36,1.51,3,2,52,182,1241.0,0.312,10.569,0.15,0.1,-0.03,8.7,0.0,-1,0.92,0.34,6.63,2.48,5.08,1.09,COCD,-,-0.234,0.113,-
2200,Loden_1194,-,14.097,211.4550018310547,-59.745,312.177,1.788,0.02,0.11,0.18,-7.2,-3.0,0.86,2.0,3.7,1,4,37,137,673.0,0.042,9.153,0.02,0.013,-0.04,8.705,0.0,1,0.44,0.09,3.17,0.59,21.96,4.45,COCD,-,99.999,9.99,-
2204,Loden_1225,-,14.156,212.34000205993652,-59.725,312.61,1.678,0.025,0.13,0.21,-9.95,0.25,0.34,999.99,99.99,0,8,193,439,1330.0,0.25,10.7,0.12,0.08,0.0,8.67,0.0,-1,2.49,0.77,9.0,2.26,3.28,0.81,COCD,-,99.999,9.99,-
2207,ESO_097-15,-,14.257,213.85499954223633,-64.63,311.772,-3.206,0.02,0.08,0.12,-12.97,1.25,1.33,999.99,99.99,0,3,19,61,3274.0,0.854,12.85,0.41,0.273,0.06,8.25,0.0,-1,1.39,0.88,15.79,10.99,0.39,0.2,DIAS,dub,99.999,9.99,-
2208,ESO_021-06,-,14.2644,213.96599292755127,-78.515,307.214,-16.348,0.025,0.09,0.165,-3.04,-5.85,0.92,999.99,99.99,0,3,32,89,2473.0,0.104,12.0,0.05,0.033,0.0,9.5,0.0,-1,2.34,0.62,15.64,4.13,1.84,0.22,DIAS,-,99.999,9.99,-
2209,Loden_1282,-,14.264,213.95999908447266,-59.12,313.581,1.999,0.012,0.09,0.135,-2.98,0.41,0.49,999.99,99.99,0,2,77,153,1349.0,0.312,10.751,0.15,0.1,0.0,8.15,0.001,2,0.0,0.0,0.0,0.0,0.0,0.0,DIAS,-,99.999,9.99,-
2212,ESO_175-06,-,14.313,214.69499588012695,-56.89,314.678,3.98,0.02,0.11,0.195,-8.74,-1.88,0.93,-27.9,99.99,1,6,32,126,586.0,0.187,8.9,0.09,0.06,-0.02,8.6,0.0,-1,0.35,0.17,3.18,1.67,15.97,5.43,COCD,-,99.999,9.99,-
2213,DBSB_88,-,14.327,214.9049949645996,-65.432,311.929,-4.109,0.016,0.05,0.085,-8.43,-3.72,1.37,999.99,99.99,0,2,8,20,1366.0,1.874,11.28,0.9,0.6,0.04,7.85,0.0,-1,0.62,0.24,4.13,1.24,3.56,1.25,BOPN,irc,99.999,9.99,-
2215,Lynga_2,-,14.4075,216.11250400543213,-61.33,313.846,-0.441,0.02,0.12,0.2,-6.25,-6.5,0.42,-9.94,0.6,6,6,158,413,932.0,0.323,9.951,0.155,0.103,-0.021,8.43,0.06,3,1.1,0.18,5.81,0.93,25.95,2.28,COCD,-,99.999,9.99,-
2216,DBSB_136,-,14.4167,216.2505054473877,-60.375,314.245,0.429,0.015,0.045,0.07,-5.03,-1.81,0.74,-63.91,99.99,0,10,47,93,6581.0,1.27,14.5,0.61,0.407,0.0,6.0,0.0,-1,3.09,0.59,14.75,2.33,0.83,0.13,BIRN,irc,99.999,9.99,-
2217,NGC_5593,-,14.427,216.4050006866455,-54.8,316.305,5.611,0.025,0.075,0.135,-3.5,-1.72,0.65,999.99,99.99,0,7,41,129,808.0,0.042,9.55,0.02,0.013,0.0,8.77,0.0,-1,0.34,0.08,3.91,0.95,47.23,9.27,COCD,-,99.999,9.99,-
2218,NGC_5606,-,14.463,216.9450044631958,-59.63,314.836,1.0,0.02,0.06,0.115,-2.9,-2.83,0.66,-38.33,1.75,4,7,45,126,2141.0,0.458,11.8,0.22,0.147,0.02,7.35,0.0,-1,0.4,0.11,8.24,2.43,18.95,5.96,COCD,-,99.999,9.99,-
2219,FSR_1680,-,14.476,217.1399974822998,-60.02,314.785,0.601,0.01,0.07,0.115,-3.28,-6.4,0.75,999.99,99.99,0,1,42,104,1458.0,0.562,11.0,0.27,0.18,0.0,8.59,0.126,3,1.49,0.43,4.59,1.01,8.9,2.66,FPOS,-,99.999,9.99,-
2220,FSR_1682,-,14.4865,217.2974967956543,-58.71,315.341,1.79,0.015,0.105,0.18,-8.23,-1.23,0.42,999.99,99.99,0,7,147,370,1388.0,0.583,10.9,0.28,0.187,-0.03,9.16,0.035,13,0.58,0.15,5.96,1.56,11.8,2.96,FPRO,-,99.999,9.99,-
2223,NGC_5617,-,14.4965,217.44750022888184,-60.715,314.671,-0.101,0.025,0.085,0.145,-2.9,-3.0,0.59,-35.77,0.47,3,8,65,175,1769.0,0.5,11.399,0.24,0.16,0.0,8.25,0.0,-1,0.83,0.12,8.78,1.42,26.58,2.92,COCD,-,99.999,9.99,-
2224,Loden_1378,-,14.502,217.52999782562256,-58.215,315.637,2.205,0.025,0.095,0.15,-4.31,-3.74,0.55,999.99,99.99,0,11,83,220,1346.0,0.479,10.799,0.23,0.153,0.0,8.84,0.059,5,1.22,0.43,4.47,0.96,2.46,0.68,DIAS,-,99.999,9.99,-
2225,Pismis_19,-,14.51,217.65000343322754,-60.885,314.699,-0.296,0.03,0.075,0.12,-1.08,-1.82,0.65,999.99,99.99,0,17,68,109,1978.0,1.301,11.9,0.625,0.417,0.0,9.015,0.049,26,0.68,0.09,4.1,0.56,92.35,8.13,DIAS,-,99.999,9.99,-
2226,Trumpler_22,-,14.5155,217.73250102996826,-61.165,314.632,-0.57,0.02,0.08,0.15,-5.06,-4.2,0.65,999.99,99.99,0,5,61,187,1614.0,0.5,11.2,0.24,0.16,0.0,8.495,0.126,4,0.88,0.16,6.56,1.16,15.4,2.05,COCD,-,99.999,9.99,-
2229,Turner_7,-,14.5375,218.0625057220459,-56.895,316.399,3.321,0.02,0.075,0.115,-9.17,-2.01,0.53,999.99,99.99,0,7,98,221,6955.0,1.208,14.6,0.58,0.387,0.0,9.0,0.0,-1,2.91,0.96,22.46,7.46,0.36,0.09,DIAS,-,99.999,9.99,-
2230,Loden_1339,-,14.5581,218.37149620056152,-62.017,314.59,-1.474,0.012,0.055,0.095,-7.42,-1.3,1.09,999.99,99.99,0,3,23,56,1278.0,0.833,10.801,0.4,0.267,-0.04,8.09,0.0,1,0.57,0.16,4.86,1.52,11.1,2.28,DIAS,-,99.999,9.99,-
2232,Hogg_17,-,14.5665,218.49749565124512,-61.347,314.903,-0.878,0.018,0.07,0.125,-2.82,-4.48,0.78,999.99,99.99,0,4,54,151,1148.0,0.625,10.501,0.3,0.2,-0.02,8.15,0.0,-1,1.0,0.42,3.33,0.71,2.49,0.77,DIAS,-,99.999,9.99,-
2233,FSR_1688,-,14.577,218.6549949645996,-56.115,317.001,3.916,0.025,0.075,0.115,-5.36,-2.45,0.9,999.99,99.99,0,8,37,73,1469.0,0.822,11.1,0.395,0.263,0.0,8.455,0.0,1,0.68,0.16,3.81,0.81,18.84,3.21,DIAS,irc,99.999,9.99,-
2235,Ruprecht_111,-,14.6,219.0000057220459,-59.98,315.661,0.285,0.03,0.09,0.14,0.29,-1.22,0.59,999.99,99.99,0,18,92,187,1560.0,0.729,11.2,0.35,0.233,0.0,8.92,0.026,10,1.34,0.14,7.06,0.68,22.43,1.56,DIAS,-,99.999,9.99,-
2240,Alessi_6,-,14.6755,220.1324987411499,-66.12,313.669,-5.546,0.02,0.235,0.39,-8.2,-5.9,0.42,9.17,1.16,3,2,127,340,613.0,0.189,8.998,0.091,0.061,0.0,8.32,0.0,1,1.31,0.27,8.67,2.15,13.53,1.26,COCD,-,-0.154,0.08,-
2241,FSR_1686,-,14.6714,220.07100105285645,-60.372,315.993,-0.287,0.02,0.07,0.115,-2.62,-4.64,1.05,999.99,99.99,0,2,36,73,5405.0,1.666,14.2,0.8,0.534,0.0,8.5,0.0,-1,2.05,0.27,20.87,2.92,3.56,0.41,FPRO,-,99.999,9.99,-
2243,Loden_1373,-,14.693,220.39499759674072,-62.89,315.102,-2.647,0.025,0.115,0.17,-5.57,0.1,0.93,999.99,99.99,0,5,40,89,3412.0,1.041,13.0,0.5,0.333,0.04,7.95,0.0,-1,1.75,0.83,17.68,9.17,0.44,0.17,DIAS,dub,99.999,9.99,-
2245,NGC_5715,-,14.725,220.8750057220459,-57.567,317.528,2.098,0.015,0.06,0.115,-3.66,-0.42,0.76,999.99,99.99,0,4,48,126,1490.0,0.468,11.017,0.225,0.15,0.0,8.97,0.028,8,0.64,0.12,6.98,1.47,18.08,2.81,DIAS,-,99.999,9.99,-
2246,Loden_1375,-,14.739,221.08500480651855,-63.405,315.171,-3.245,0.012,0.085,0.145,-6.87,-0.08,0.85,999.99,99.99,0,2,36,103,1819.0,0.625,11.5,0.3,0.2,-0.02,7.9,0.0,-1,0.25,0.16,8.55,6.05,9.46,8.01,DIAS,-,99.999,9.99,-
2247,FSR_1678,-,14.743,221.14500045776367,-64.74,314.63,-4.466,0.02,0.095,0.14,-6.88,0.2,0.94,999.99,99.99,0,3,39,85,1791.0,0.573,11.45,0.275,0.183,0.0,9.0,0.0,-1,0.47,0.2,8.56,4.19,6.06,2.78,FPOS,-,99.999,9.99,-
2248,ESO_134-12,-,14.7465,221.19750022888184,-59.142,317.019,0.597,0.012,0.065,0.11,-5.35,0.65,0.63,999.99,99.99,0,2,46,98,2088.0,0.937,11.9,0.45,0.3,0.0,8.9,0.0,-1,0.58,0.11,8.79,1.94,19.4,3.73,DIAS,-,99.999,9.99,-
2249,Loden_1409,-,14.7445,221.16750240325928,-61.715,315.919,-1.729,0.035,0.15,0.26,-7.0,-4.5,0.44,-33.78,0.29,1,10,147,409,2088.0,0.937,11.9,0.45,0.3,0.0,8.0,0.0,-1,3.85,1.42,13.23,3.96,0.98,0.32,DIAS,-,99.999,9.99,-
2250,DBSB_89,-,14.7505,221.25749588012695,-59.833,316.755,-0.042,0.01,0.035,0.065,-2.59,1.5,1.56,999.99,99.99,0,1,12,32,4069.0,1.562,13.55,0.75,0.5,0.0,6.0,0.0,-1,0.68,0.16,9.79,2.38,7.52,1.88,BOPN,irc,99.999,9.99,-
2254,FSR_1689,-,14.7815,221.72249794006348,-59.487,317.115,0.171,0.01,0.06,0.12,-6.01,5.78,1.05,999.99,99.99,0,2,25,84,2282.0,0.833,12.06,0.4,0.267,0.0,9.275,0.0,-1,0.56,0.14,7.78,2.06,12.73,3.34,FPRO,-,99.999,9.99,-
2255,vdBergh-Hagen_164,-,14.794,221.90999507904053,-66.39,314.207,-6.093,0.025,0.25,0.37,-5.9,-9.0,0.82,13.5,5.5,2,1,43,110,501.0,0.312,8.6,0.15,0.1,-0.04,7.1,0.0,-1,1.92,1.24,6.1,3.27,2.29,1.54,COCD,-,99.999,9.99,-
2256,NGC_5749,-,14.813,222.19499588012695,-54.485,319.516,4.568,0.015,0.12,0.21,-1.05,-3.44,0.55,999.99,99.99,0,4,112,317,1014.0,0.479,10.184,0.23,0.153,0.0,8.0,0.0,-1,0.81,0.23,6.87,2.11,11.42,1.9,COCD,-,99.999,9.99,-
2257,Hogg_18,-,14.845,222.67500400543213,-52.27,320.756,6.429,0.015,0.085,0.16,-3.11,-3.48,0.58,999.99,99.99,0,6,68,223,1535.0,0.51,11.095,0.245,0.163,0.0,7.95,0.0,-1,0.3,0.14,6.3,3.15,15.07,8.13,COCD,-,99.999,9.99,-
2258,Teutsch_80,-,14.89,223.3500051498413,-60.485,317.406,-1.083,0.025,0.08,0.145,-6.78,0.42,0.54,999.99,99.99,0,16,98,249,2352.0,1.686,12.4,0.81,0.54,0.04,7.75,0.141,4,1.47,0.17,9.95,1.17,21.25,1.38,DIAS,-,99.999,9.99,-
2259,NGC_5764,-,14.8925,223.38749885559082,-52.673,320.964,5.874,0.018,0.07,0.15,-3.26,0.94,0.66,999.99,99.99,0,6,61,208,2681.0,1.114,12.5,0.535,0.357,0.07,8.475,0.0,-1,1.16,0.24,10.62,2.31,6.38,1.07,DIAS,-,99.999,9.99,-
2262,FSR_1685,-,14.954,224.3100070953369,-64.945,315.748,-5.248,0.01,0.055,0.085,-3.64,-0.62,1.12,999.99,99.99,0,2,17,50,1513.0,0.312,11.0,0.15,0.1,0.0,9.25,0.072,2,0.53,0.26,5.94,3.05,2.69,1.23,FPOS,-,99.999,9.99,-
2265,NGC_5800,-,15.0297,225.4455041885376,-51.917,322.438,5.953,0.012,0.075,0.14,-4.17,0.83,0.75,999.99,99.99,0,3,52,198,4844.0,0.541,13.6,0.26,0.173,-0.015,9.25,0.0,-1,8.16,3.94,18.86,5.61,0.39,0.27,DIAS,-,99.999,9.99,-
2266,DBSB_92,-,15.06,225.9000062942505,-57.68,319.877,0.781,0.02,0.05,0.1,-7.41,-2.42,1.0,999.99,99.99,0,3,24,87,1963.0,1.041,11.8,0.5,0.333,0.0,7.4,0.0,-1,0.6,0.26,6.65,3.1,3.51,1.4,BOPN,irc,99.999,9.99,-
2269,NGC_5822,-,15.0745,226.1175012588501,-54.39,321.587,3.595,0.03,0.3,0.55,-7.38,-5.17,0.24,-21.17,4.56,17,8,568,1817,794.0,0.312,9.6,0.15,0.1,-0.02,8.84,0.013,40,2.81,0.55,9.79,1.5,12.67,2.04,COCD,-,0.05,0.04,-
2273,NGC_5823,-,15.092,226.38000011444092,-55.595,321.126,2.471,0.012,0.065,0.11,-4.7,-3.0,0.65,-19.8,0.2,0,3,71,161,1189.0,0.104,10.409,0.05,0.033,-0.02,8.96,0.025,4,1.45,0.24,3.38,0.34,39.37,8.61,COCD,-,99.999,9.99,-
2274,FSR_1697,-,15.1117,226.67550086975098,-56.517,320.815,1.588,0.02,0.062,0.105,-7.03,2.14,0.69,999.99,99.99,0,10,52,128,912.0,0.625,10.001,0.3,0.2,0.0,8.06,0.0,1,0.38,0.07,3.61,0.7,40.51,6.69,DIAS,irc,99.999,9.99,-
2275,Loden_2115,-,15.1285,226.92749977111816,-54.522,321.931,3.247,0.02,0.11,0.19,-7.78,-0.59,0.45,999.99,99.99,0,9,143,423,1434.0,0.677,11.0,0.325,0.217,0.0,8.96,0.024,7,2.81,0.76,8.82,1.79,3.81,1.0,DIAS,-,99.999,9.99,-
2276,DBSB_140,-,15.1675,227.51249313354492,-58.287,320.319,-0.17,0.012,0.05,0.075,-6.22,-1.53,0.84,-9.74,99.99,0,2,34,62,1535.0,1.77,11.5,0.85,0.567,0.0,7.3,0.0,-1,2.73,1.8,3.64,0.76,1.85,2.08,BIRN,irc,99.999,9.99,-
2277,DBSB_139,-,15.167,227.50499725341797,-58.426,320.245,-0.288,0.015,0.037,0.062,-3.57,0.63,1.2,-65.81,99.99,0,6,18,49,1950.0,1.707,12.0,0.82,0.547,0.03,7.5,0.0,-1,0.87,0.28,4.38,1.06,3.11,0.81,BIRN,irc,99.999,9.99,-
2278,Loden_2045,-,15.176,227.63999462127686,-58.77,320.131,-0.62,0.02,0.09,0.16,-5.24,1.56,0.51,999.99,99.99,0,5,74,232,2056.0,1.041,11.9,0.5,0.333,-0.02,6.8,0.0,-1,1.96,0.83,7.36,1.36,0.58,0.19,DIAS,dub,99.999,9.99,-
2279,FSR_1720,-,15.1915,227.87249565124512,-37.365,331.51,17.619,0.02,0.1,0.185,-5.65,0.28,0.77,999.99,99.99,0,2,45,127,3066.0,0.208,12.5,0.1,0.067,0.0,9.33,0.0,-1,2.07,0.5,15.78,3.79,1.57,0.28,FPOS,-,99.999,9.99,-
2281,Pismis_20,-,15.2564,228.84600162506104,-59.067,320.512,-1.196,0.015,0.05,0.085,-2.7,-0.38,1.38,-69.55,2.35,2,5,25,76,1501.0,1.145,11.25,0.55,0.367,-0.02,7.5,0.0,-1,0.35,0.06,5.67,0.95,39.21,7.61,DIAS,-,99.999,9.99,-
2283,Pismis_21,-,15.279,229.18500423431396,-59.655,320.35,-1.787,0.022,0.07,0.11,-5.53,-1.94,0.68,-41.2,0.69,1,11,59,133,1174.0,0.625,10.549,0.3,0.2,0.0,8.11,0.0,-1,0.36,0.07,4.47,0.88,38.56,7.89,DIAS,ast,99.999,9.99,-
